k,degree,coarseType,variant,beta,rho,nu,fineHInv,localHInv,overlap,ndof,nSubdomains,supportSteps,localDofEstimate,rawCoarseEstimate,workerCount,estimatedPerWorkerGB,estimatedParallelGB,estimateGB,coarseDimension,rawCoarseDimension,localMode,localDofMin,localDofMax,localDofMean,gmresIterations,flag,finalRelres,resvecLength,setupS,solveS,totalS,status,notes
128,1,economic,dirichlet,0.6,0.1894645708137997,7,1536,128,0.0078125,2362369,16384,36,1369,229376,8,1.046930933986632,90.71966624068946,82.34421876879641,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,failed,"parallel:lang:parfor:SessionShutDown: The parallel pool that parfor was using has shut down. To start a new parallel pool, run your parfor code again or use parpool."
