method,kappaPi,kappa,epsilonLabel,coarseType,beta,rho,nu,degree,hInv,h,nSubSide,nSubdomains,d,deltaSteps,delta,lxzzNSubSide,lxzzNSubdomains,lxzzH,lxzzDeltaSteps,lxzzDelta,ndof,localDofEstimate,rawCoarseEstimate,lxzzLocalDofEstimate,estimateGB,estimateLuGB,estimateDirectGB,memoryMode,solverMode,coarseSolverMode,coarseDimension,rawCoarseDimension,coarseRatio,gmresIterations,flag,finalRelres,resvecLength,setupS,applyS,solveS,totalGroupS,status,notes
lxzz_dirichlet,64,201.061929829747,k,spectral,0.6,0.173102776961405,8,2,768,0.00130208333333333,24,576,0.0416666666666667,8,0.0104166666666667,256,66049,0.00390625,3,0.00390625,2362369,9409,9409,169,14.8033574194186,60.7057324285495,14.8033574194186,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,64,201.061929829747,k,spectral,0.6,0.173102776961405,8,2,768,0.00130208333333333,24,576,0.0416666666666667,8,0.0104166666666667,256,66049,0.00390625,3,0.00390625,2362369,9409,9409,169,14.8033574194186,60.7057324285495,14.8033574194186,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,128,402.123859659494,0,economic,0.6,0.150694719991875,11,2,1924,0.00051975051975052,37,1369,0.027027027027027,13,0.00675675675675676,481,232324,0.00207900207900208,4,0.00207900207900208,14814801,24649,30118,289,100.241150240194,410.430365858766,100.241150240194,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,128,402.123859659494,0,economic,0.6,0.150694719991875,11,2,1924,0.00051975051975052,37,1369,0.027027027027027,13,0.00675675675675676,481,232324,0.00207900207900208,4,0.00207900207900208,14814801,24649,30118,289,100.241150240194,410.430365858766,100.241150240194,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,128,402.123859659494,0,economic,0.6,0.150694719991875,11,2,1924,0.00051975051975052,37,1369,0.027027027027027,13,0.00675675675675676,481,232324,0.00207900207900208,4,0.00207900207900208,14814801,24649,30118,289,100.241150240194,410.430365858766,100.241150240194,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,128,402.123859659494,0,spectral,0.6,0.150694719991875,11,2,1924,0.00051975051975052,37,1369,0.027027027027027,13,0.00675675675675676,481,232324,0.00207900207900208,4,0.00207900207900208,14814801,24649,24649,289,98.1995002337975,408.388715852369,98.1995002337975,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,128,402.123859659494,0,spectral,0.6,0.150694719991875,11,2,1924,0.00051975051975052,37,1369,0.027027027027027,13,0.00675675675675676,481,232324,0.00207900207900208,4,0.00207900207900208,14814801,24649,24649,289,98.1995002337975,408.388715852369,98.1995002337975,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,128,402.123859659494,0,spectral,0.6,0.150694719991875,11,2,1924,0.00051975051975052,37,1369,0.027027027027027,13,0.00675675675675676,481,232324,0.00207900207900208,4,0.00207900207900208,14814801,24649,24649,289,98.1995002337975,408.388715852369,98.1995002337975,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,128,402.123859659494,k,economic,0.6,0.150694719991875,11,2,1924,0.00051975051975052,37,1369,0.027027027027027,13,0.00675675675675676,481,232324,0.00207900207900208,4,0.00207900207900208,14814801,24649,30118,289,100.241150240194,410.430365858766,100.241150240194,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,128,402.123859659494,k,economic,0.6,0.150694719991875,11,2,1924,0.00051975051975052,37,1369,0.027027027027027,13,0.00675675675675676,481,232324,0.00207900207900208,4,0.00207900207900208,14814801,24649,30118,289,100.241150240194,410.430365858766,100.241150240194,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,128,402.123859659494,k,economic,0.6,0.150694719991875,11,2,1924,0.00051975051975052,37,1369,0.027027027027027,13,0.00675675675675676,481,232324,0.00207900207900208,4,0.00207900207900208,14814801,24649,30118,289,100.241150240194,410.430365858766,100.241150240194,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,128,402.123859659494,k,spectral,0.6,0.150694719991875,11,2,1924,0.00051975051975052,37,1369,0.027027027027027,13,0.00675675675675676,481,232324,0.00207900207900208,4,0.00207900207900208,14814801,24649,24649,289,98.1995002337975,408.388715852369,98.1995002337975,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,128,402.123859659494,k,spectral,0.6,0.150694719991875,11,2,1924,0.00051975051975052,37,1369,0.027027027027027,13,0.00675675675675676,481,232324,0.00207900207900208,4,0.00207900207900208,14814801,24649,24649,289,98.1995002337975,408.388715852369,98.1995002337975,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,128,402.123859659494,k,spectral,0.6,0.150694719991875,11,2,1924,0.00051975051975052,37,1369,0.027027027027027,13,0.00675675675675676,481,232324,0.00207900207900208,4,0.00207900207900208,14814801,24649,24649,289,98.1995002337975,408.388715852369,98.1995002337975,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,16,50.2654824574367,0,economic,0.7,0.27783024764625,3,2,192,0.00520833333333333,16,256,0.0625,3,0.015625,64,4225,0.015625,3,0.015625,148225,1369,1536,169,0.802611056327853,3.46108265144087,0.802611056327853,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,16,50.2654824574367,0,economic,0.7,0.27783024764625,3,2,192,0.00520833333333333,16,256,0.0625,3,0.015625,64,4225,0.015625,3,0.015625,148225,1369,1536,169,0.802611056327853,3.46108265144087,0.802611056327853,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,16,50.2654824574367,0,economic,0.7,0.27783024764625,3,2,192,0.00520833333333333,16,256,0.0625,3,0.015625,64,4225,0.015625,3,0.015625,148225,1369,1536,169,0.802611056327853,3.46108265144087,0.802611056327853,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,16,50.2654824574367,0,spectral,0.7,0.27783024764625,3,2,192,0.00520833333333333,16,256,0.0625,3,0.015625,64,4225,0.015625,3,0.015625,148225,1369,1369,169,0.798410666618972,3.45688226173199,0.798410666618972,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,16,50.2654824574367,0,spectral,0.7,0.27783024764625,3,2,192,0.00520833333333333,16,256,0.0625,3,0.015625,64,4225,0.015625,3,0.015625,148225,1369,1369,169,0.798410666618972,3.45688226173199,0.798410666618972,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,16,50.2654824574367,0,spectral,0.7,0.27783024764625,3,2,192,0.00520833333333333,16,256,0.0625,3,0.015625,64,4225,0.015625,3,0.015625,148225,1369,1369,169,0.798410666618972,3.45688226173199,0.798410666618972,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,16,50.2654824574367,k,economic,0.7,0.27783024764625,3,2,192,0.00520833333333333,16,256,0.0625,3,0.015625,64,4225,0.015625,3,0.015625,148225,1369,1536,169,0.802611056327853,3.46108265144087,0.802611056327853,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,16,50.2654824574367,k,economic,0.7,0.27783024764625,3,2,192,0.00520833333333333,16,256,0.0625,3,0.015625,64,4225,0.015625,3,0.015625,148225,1369,1536,169,0.802611056327853,3.46108265144087,0.802611056327853,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,16,50.2654824574367,k,economic,0.7,0.27783024764625,3,2,192,0.00520833333333333,16,256,0.0625,3,0.015625,64,4225,0.015625,3,0.015625,148225,1369,1536,169,0.802611056327853,3.46108265144087,0.802611056327853,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,16,50.2654824574367,k,spectral,0.7,0.27783024764625,3,2,192,0.00520833333333333,16,256,0.0625,3,0.015625,64,4225,0.015625,3,0.015625,148225,1369,1369,169,0.798410666618972,3.45688226173199,0.798410666618972,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,16,50.2654824574367,k,spectral,0.7,0.27783024764625,3,2,192,0.00520833333333333,16,256,0.0625,3,0.015625,64,4225,0.015625,3,0.015625,148225,1369,1369,169,0.798410666618972,3.45688226173199,0.798410666618972,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,16,50.2654824574367,k,spectral,0.7,0.27783024764625,3,2,192,0.00520833333333333,16,256,0.0625,3,0.015625,64,4225,0.015625,3,0.015625,148225,1369,1369,169,0.798410666618972,3.45688226173199,0.798410666618972,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,32,100.530964914873,0,economic,0.7,0.250394639218464,4,2,400,0.0025,25,625,0.04,4,0.01,200,40401,0.005,2,0.005,641601,2401,5000,81,3.75485131809452,14.9517958029301,3.75485131809452,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,32,100.530964914873,0,economic,0.7,0.250394639218464,4,2,400,0.0025,25,625,0.04,4,0.01,200,40401,0.005,2,0.005,641601,2401,5000,81,3.75485131809452,14.9517958029301,3.75485131809452,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,32,100.530964914873,0,economic,0.7,0.250394639218464,4,2,400,0.0025,25,625,0.04,4,0.01,200,40401,0.005,2,0.005,641601,2401,5000,81,3.75485131809452,14.9517958029301,3.75485131809452,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,32,100.530964914873,0,spectral,0.7,0.250394639218464,4,2,400,0.0025,25,625,0.04,4,0.01,200,40401,0.005,2,0.005,641601,2401,2401,81,3.64849199267774,14.8454364775133,3.64849199267774,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,32,100.530964914873,0,spectral,0.7,0.250394639218464,4,2,400,0.0025,25,625,0.04,4,0.01,200,40401,0.005,2,0.005,641601,2401,2401,81,3.64849199267774,14.8454364775133,3.64849199267774,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,32,100.530964914873,0,spectral,0.7,0.250394639218464,4,2,400,0.0025,25,625,0.04,4,0.01,200,40401,0.005,2,0.005,641601,2401,2401,81,3.64849199267774,14.8454364775133,3.64849199267774,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,32,100.530964914873,k,economic,0.7,0.250394639218464,4,2,400,0.0025,25,625,0.04,4,0.01,200,40401,0.005,2,0.005,641601,2401,5000,81,3.75485131809452,14.9517958029301,3.75485131809452,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,32,100.530964914873,k,economic,0.7,0.250394639218464,4,2,400,0.0025,25,625,0.04,4,0.01,200,40401,0.005,2,0.005,641601,2401,5000,81,3.75485131809452,14.9517958029301,3.75485131809452,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,32,100.530964914873,k,economic,0.7,0.250394639218464,4,2,400,0.0025,25,625,0.04,4,0.01,200,40401,0.005,2,0.005,641601,2401,5000,81,3.75485131809452,14.9517958029301,3.75485131809452,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,32,100.530964914873,k,spectral,0.7,0.250394639218464,4,2,400,0.0025,25,625,0.04,4,0.01,200,40401,0.005,2,0.005,641601,2401,2401,81,3.64849199267774,14.8454364775133,3.64849199267774,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,32,100.530964914873,k,spectral,0.7,0.250394639218464,4,2,400,0.0025,25,625,0.04,4,0.01,200,40401,0.005,2,0.005,641601,2401,2401,81,3.64849199267774,14.8454364775133,3.64849199267774,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,32,100.530964914873,k,spectral,0.7,0.250394639218464,4,2,400,0.0025,25,625,0.04,4,0.01,200,40401,0.005,2,0.005,641601,2401,2401,81,3.64849199267774,14.8454364775133,3.64849199267774,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,64,201.061929829747,0,economic,0.7,0.225668284430913,5,2,820,0.00121951219512195,41,1681,0.024390243902439,5,0.00609756097560976,205,42436,0.0048780487804878,4,0.0048780487804878,2692881,3969,16810,289,16.4589831516935,70.0933308919192,16.4589831516935,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,64,201.061929829747,0,economic,0.7,0.225668284430913,5,2,820,0.00121951219512195,41,1681,0.024390243902439,5,0.00609756097560976,205,42436,0.0048780487804878,4,0.0048780487804878,2692881,3969,16810,289,16.4589831516935,70.0933308919192,16.4589831516935,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,64,201.061929829747,0,economic,0.7,0.225668284430913,5,2,820,0.00121951219512195,41,1681,0.024390243902439,5,0.00609756097560976,205,42436,0.0048780487804878,4,0.0048780487804878,2692881,3969,16810,289,16.4589831516935,70.0933308919192,16.4589831516935,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,64,201.061929829747,0,spectral,0.7,0.225668284430913,5,2,820,0.00121951219512195,41,1681,0.024390243902439,5,0.00609756097560976,205,42436,0.0048780487804878,4,0.0048780487804878,2692881,3969,3969,289,15.6280421565851,69.2623898968109,15.6280421565851,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,64,201.061929829747,0,spectral,0.7,0.225668284430913,5,2,820,0.00121951219512195,41,1681,0.024390243902439,5,0.00609756097560976,205,42436,0.0048780487804878,4,0.0048780487804878,2692881,3969,3969,289,15.6280421565851,69.2623898968109,15.6280421565851,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,64,201.061929829747,0,spectral,0.7,0.225668284430913,5,2,820,0.00121951219512195,41,1681,0.024390243902439,5,0.00609756097560976,205,42436,0.0048780487804878,4,0.0048780487804878,2692881,3969,3969,289,15.6280421565851,69.2623898968109,15.6280421565851,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,64,201.061929829747,k,economic,0.7,0.225668284430913,5,2,820,0.00121951219512195,41,1681,0.024390243902439,5,0.00609756097560976,205,42436,0.0048780487804878,4,0.0048780487804878,2692881,3969,16810,289,16.4589831516935,70.0933308919192,16.4589831516935,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,64,201.061929829747,k,economic,0.7,0.225668284430913,5,2,820,0.00121951219512195,41,1681,0.024390243902439,5,0.00609756097560976,205,42436,0.0048780487804878,4,0.0048780487804878,2692881,3969,16810,289,16.4589831516935,70.0933308919192,16.4589831516935,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,64,201.061929829747,k,economic,0.7,0.225668284430913,5,2,820,0.00121951219512195,41,1681,0.024390243902439,5,0.00609756097560976,205,42436,0.0048780487804878,4,0.0048780487804878,2692881,3969,16810,289,16.4589831516935,70.0933308919192,16.4589831516935,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,64,201.061929829747,k,spectral,0.7,0.225668284430913,5,2,820,0.00121951219512195,41,1681,0.024390243902439,5,0.00609756097560976,205,42436,0.0048780487804878,4,0.0048780487804878,2692881,3969,3969,289,15.6280421565851,69.2623898968109,15.6280421565851,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,64,201.061929829747,k,spectral,0.7,0.225668284430913,5,2,820,0.00121951219512195,41,1681,0.024390243902439,5,0.00609756097560976,205,42436,0.0048780487804878,4,0.0048780487804878,2692881,3969,3969,289,15.6280421565851,69.2623898968109,15.6280421565851,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,64,201.061929829747,k,spectral,0.7,0.225668284430913,5,2,820,0.00121951219512195,41,1681,0.024390243902439,5,0.00609756097560976,205,42436,0.0048780487804878,4,0.0048780487804878,2692881,3969,3969,289,15.6280421565851,69.2623898968109,15.6280421565851,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,128,402.123859659494,0,economic,0.7,0.203383645739953,6,2,1876,0.000533049040511727,67,4489,0.0149253731343284,7,0.00373134328358209,469,220900,0.00213219616204691,4,0.00213219616204691,14085009,7225,53868,289,90.6251375643318,370.035311380988,90.6251375643318,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,128,402.123859659494,0,economic,0.7,0.203383645739953,6,2,1876,0.000533049040511727,67,4489,0.0149253731343284,7,0.00373134328358209,469,220900,0.00213219616204691,4,0.00213219616204691,14085009,7225,53868,289,90.6251375643318,370.035311380988,90.6251375643318,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,128,402.123859659494,0,economic,0.7,0.203383645739953,6,2,1876,0.000533049040511727,67,4489,0.0149253731343284,7,0.00373134328358209,469,220900,0.00213219616204691,4,0.00213219616204691,14085009,7225,53868,289,90.6251375643318,370.035311380988,90.6251375643318,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,128,402.123859659494,0,spectral,0.7,0.203383645739953,6,2,1876,0.000533049040511727,67,4489,0.0149253731343284,7,0.00373134328358209,469,220900,0.00213219616204691,4,0.00213219616204691,14085009,7225,7225,289,85.3231878856769,364.733361702333,85.3231878856769,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,128,402.123859659494,0,spectral,0.7,0.203383645739953,6,2,1876,0.000533049040511727,67,4489,0.0149253731343284,7,0.00373134328358209,469,220900,0.00213219616204691,4,0.00213219616204691,14085009,7225,7225,289,85.3231878856769,364.733361702333,85.3231878856769,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,128,402.123859659494,0,spectral,0.7,0.203383645739953,6,2,1876,0.000533049040511727,67,4489,0.0149253731343284,7,0.00373134328358209,469,220900,0.00213219616204691,4,0.00213219616204691,14085009,7225,7225,289,85.3231878856769,364.733361702333,85.3231878856769,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,128,402.123859659494,k,economic,0.7,0.203383645739953,6,2,1876,0.000533049040511727,67,4489,0.0149253731343284,7,0.00373134328358209,469,220900,0.00213219616204691,4,0.00213219616204691,14085009,7225,53868,289,90.6251375643318,370.035311380988,90.6251375643318,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,128,402.123859659494,k,economic,0.7,0.203383645739953,6,2,1876,0.000533049040511727,67,4489,0.0149253731343284,7,0.00373134328358209,469,220900,0.00213219616204691,4,0.00213219616204691,14085009,7225,53868,289,90.6251375643318,370.035311380988,90.6251375643318,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,128,402.123859659494,k,economic,0.7,0.203383645739953,6,2,1876,0.000533049040511727,67,4489,0.0149253731343284,7,0.00373134328358209,469,220900,0.00213219616204691,4,0.00213219616204691,14085009,7225,53868,289,90.6251375643318,370.035311380988,90.6251375643318,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,128,402.123859659494,k,spectral,0.7,0.203383645739953,6,2,1876,0.000533049040511727,67,4489,0.0149253731343284,7,0.00373134328358209,469,220900,0.00213219616204691,4,0.00213219616204691,14085009,7225,7225,289,85.3231878856769,364.733361702333,85.3231878856769,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,128,402.123859659494,k,spectral,0.7,0.203383645739953,6,2,1876,0.000533049040511727,67,4489,0.0149253731343284,7,0.00373134328358209,469,220900,0.00213219616204691,4,0.00213219616204691,14085009,7225,7225,289,85.3231878856769,364.733361702333,85.3231878856769,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,128,402.123859659494,k,spectral,0.7,0.203383645739953,6,2,1876,0.000533049040511727,67,4489,0.0149253731343284,7,0.00373134328358209,469,220900,0.00213219616204691,4,0.00213219616204691,14085009,7225,7225,289,85.3231878856769,364.733361702333,85.3231878856769,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,16,50.2654824574367,0,economic,0.5,0.187781386116236,7,2,140,0.00714285714285714,7,49,0.142857142857143,5,0.0357142857142857,70,5041,0.0142857142857143,2,0.0142857142857143,78961,3721,686,81,0.455622031753342,1.85833826129717,0.455622031753342,direct,lu,lu,686,686,0.184359043267939,5,0,1.13375956212874e-07,6,299.4695994,0.4782032,1.4016549,308.7594697,ran,
lxzz_dirichlet,16,50.2654824574367,0,economic,0.5,0.187781386116236,7,2,140,0.00714285714285714,7,49,0.142857142857143,5,0.0357142857142857,70,5041,0.0142857142857143,2,0.0142857142857143,78961,3721,686,81,0.455622031753342,1.85833826129717,0.455622031753342,direct,lu,lu,686,686,0.184359043267939,114,0,9.27122021404666e-07,115,339.7757785,1356.4252736,1361.938881,1711.16039,ran,
lxzz_impedance,16,50.2654824574367,0,economic,0.5,0.187781386116236,7,2,140,0.00714285714285714,7,49,0.142857142857143,5,0.0357142857142857,70,5041,0.0142857142857143,2,0.0142857142857143,78961,3721,686,81,0.455622031753342,1.85833826129717,0.455622031753342,direct,lu,lu,686,686,0.184359043267939,84,0,9.97596838579811e-07,85,385.3686903,1023.6250756,1027.1476359,2824.3384265,ran,
