method,kappaPi,kappa,epsilonLabel,coarseType,beta,rho,nu,degree,hInv,h,nSubSide,nSubdomains,d,deltaSteps,delta,ndof,localDofEstimate,rawCoarseEstimate,estimateGB,estimateLuGB,estimateDirectGB,memoryMode,solverMode,coarseSolverMode,coarseDimension,rawCoarseDimension,coarseRatio,gmresIterations,flag,finalRelres,resvecLength,setupS,applyS,solveS,totalGroupS,status,notes
hu_li_native,16,50.2654824574367,0,spectral,0.5,0.187781386116236,7,2,140,0.00714285714285714,7,49,0.142857142857143,5,0.0357142857142857,78961,3721,3721,0.581032046219526,1.84378879249666,0.581032046219526,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,16,50.2654824574367,0,spectral,0.5,0.187781386116236,7,2,140,0.00714285714285714,7,49,0.142857142857143,5,0.0357142857142857,78961,3721,3721,0.581032046219526,1.84378879249666,0.581032046219526,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,16,50.2654824574367,0,spectral,0.5,0.187781386116236,7,2,140,0.00714285714285714,7,49,0.142857142857143,5,0.0357142857142857,78961,3721,3721,0.581032046219526,1.84378879249666,0.581032046219526,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,16,50.2654824574367,k,spectral,0.5,0.187781386116236,7,2,140,0.00714285714285714,7,49,0.142857142857143,5,0.0357142857142857,78961,3721,3721,0.581032046219526,1.84378879249666,0.581032046219526,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,16,50.2654824574367,k,spectral,0.5,0.187781386116236,7,2,140,0.00714285714285714,7,49,0.142857142857143,5,0.0357142857142857,78961,3721,3721,0.581032046219526,1.84378879249666,0.581032046219526,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,16,50.2654824574367,k,spectral,0.5,0.187781386116236,7,2,140,0.00714285714285714,7,49,0.142857142857143,5,0.0357142857142857,78961,3721,3721,0.581032046219526,1.84378879249666,0.581032046219526,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,16,50.2654824574367,k,economic,0.5,0.187781386116236,7,2,140,0.00714285714285714,7,49,0.142857142857143,5,0.0357142857142857,78961,3721,686,0.397904297003998,1.66066104328113,0.397904297003998,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,16,50.2654824574367,k,economic,0.5,0.187781386116236,7,2,140,0.00714285714285714,7,49,0.142857142857143,5,0.0357142857142857,78961,3721,686,0.397904297003998,1.66066104328113,0.397904297003998,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,16,50.2654824574367,k,economic,0.5,0.187781386116236,7,2,140,0.00714285714285714,7,49,0.142857142857143,5,0.0357142857142857,78961,3721,686,0.397904297003998,1.66066104328113,0.397904297003998,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,32,100.530964914873,0,spectral,0.5,0.157904694436516,10,2,320,0.003125,10,100,0.1,8,0.025,410881,9801,9801,3.44603348451127,11.114121085108,3.44603348451127,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,32,100.530964914873,0,spectral,0.5,0.157904694436516,10,2,320,0.003125,10,100,0.1,8,0.025,410881,9801,9801,3.44603348451127,11.114121085108,3.44603348451127,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,32,100.530964914873,0,spectral,0.5,0.157904694436516,10,2,320,0.003125,10,100,0.1,8,0.025,410881,9801,9801,3.44603348451127,11.114121085108,3.44603348451127,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,32,100.530964914873,0,economic,0.5,0.157904694436516,10,2,320,0.003125,10,100,0.1,8,0.025,410881,9801,2000,2.26523533245271,9.93332293304941,2.26523533245271,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,32,100.530964914873,0,economic,0.5,0.157904694436516,10,2,320,0.003125,10,100,0.1,8,0.025,410881,9801,2000,2.26523533245271,9.93332293304941,2.26523533245271,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,32,100.530964914873,0,economic,0.5,0.157904694436516,10,2,320,0.003125,10,100,0.1,8,0.025,410881,9801,2000,2.26523533245271,9.93332293304941,2.26523533245271,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,32,100.530964914873,k,spectral,0.5,0.157904694436516,10,2,320,0.003125,10,100,0.1,8,0.025,410881,9801,9801,3.44603348451127,11.114121085108,3.44603348451127,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,32,100.530964914873,k,spectral,0.5,0.157904694436516,10,2,320,0.003125,10,100,0.1,8,0.025,410881,9801,9801,3.44603348451127,11.114121085108,3.44603348451127,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,32,100.530964914873,k,spectral,0.5,0.157904694436516,10,2,320,0.003125,10,100,0.1,8,0.025,410881,9801,9801,3.44603348451127,11.114121085108,3.44603348451127,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,32,100.530964914873,k,economic,0.5,0.157904694436516,10,2,320,0.003125,10,100,0.1,8,0.025,410881,9801,2000,2.26523533245271,9.93332293304941,2.26523533245271,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,32,100.530964914873,k,economic,0.5,0.157904694436516,10,2,320,0.003125,10,100,0.1,8,0.025,410881,9801,2000,2.26523533245271,9.93332293304941,2.26523533245271,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,32,100.530964914873,k,economic,0.5,0.157904694436516,10,2,320,0.003125,10,100,0.1,8,0.025,410881,9801,2000,2.26523533245271,9.93332293304941,2.26523533245271,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,64,201.061929829747,0,spectral,0.5,0.1327814915034,14,2,784,0.00127551020408163,14,196,0.0714285714285714,14,0.0178571428571429,2461761,28561,28561,24.6477268893153,73.7839136416737,24.6477268893153,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,64,201.061929829747,0,spectral,0.5,0.1327814915034,14,2,784,0.00127551020408163,14,196,0.0714285714285714,14,0.0178571428571429,2461761,28561,28561,24.6477268893153,73.7839136416737,24.6477268893153,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,64,201.061929829747,0,spectral,0.5,0.1327814915034,14,2,784,0.00127551020408163,14,196,0.0714285714285714,14,0.0178571428571429,2461761,28561,28561,24.6477268893153,73.7839136416737,24.6477268893153,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,64,201.061929829747,0,economic,0.5,0.1327814915034,14,2,784,0.00127551020408163,14,196,0.0714285714285714,14,0.0178571428571429,2461761,28561,5488,14.6948627211117,63.8310494734701,14.6948627211117,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,64,201.061929829747,0,economic,0.5,0.1327814915034,14,2,784,0.00127551020408163,14,196,0.0714285714285714,14,0.0178571428571429,2461761,28561,5488,14.6948627211117,63.8310494734701,14.6948627211117,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,64,201.061929829747,0,economic,0.5,0.1327814915034,14,2,784,0.00127551020408163,14,196,0.0714285714285714,14,0.0178571428571429,2461761,28561,5488,14.6948627211117,63.8310494734701,14.6948627211117,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,64,201.061929829747,k,spectral,0.5,0.1327814915034,14,2,784,0.00127551020408163,14,196,0.0714285714285714,14,0.0178571428571429,2461761,28561,28561,24.6477268893153,73.7839136416737,24.6477268893153,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,64,201.061929829747,k,spectral,0.5,0.1327814915034,14,2,784,0.00127551020408163,14,196,0.0714285714285714,14,0.0178571428571429,2461761,28561,28561,24.6477268893153,73.7839136416737,24.6477268893153,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,64,201.061929829747,k,spectral,0.5,0.1327814915034,14,2,784,0.00127551020408163,14,196,0.0714285714285714,14,0.0178571428571429,2461761,28561,28561,24.6477268893153,73.7839136416737,24.6477268893153,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,64,201.061929829747,k,economic,0.5,0.1327814915034,14,2,784,0.00127551020408163,14,196,0.0714285714285714,14,0.0178571428571429,2461761,28561,5488,14.6948627211117,63.8310494734701,14.6948627211117,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,64,201.061929829747,k,economic,0.5,0.1327814915034,14,2,784,0.00127551020408163,14,196,0.0714285714285714,14,0.0178571428571429,2461761,28561,5488,14.6948627211117,63.8310494734701,14.6948627211117,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,64,201.061929829747,k,economic,0.5,0.1327814915034,14,2,784,0.00127551020408163,14,196,0.0714285714285714,14,0.0178571428571429,2461761,28561,5488,14.6948627211117,63.8310494734701,14.6948627211117,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,128,402.123859659494,0,spectral,0.5,0.11165548021725,20,2,1840,0.000543478260869565,20,400,0.05,23,0.0125,13549761,77841,77841,163.175916019768,463.968969034767,163.175916019768,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,128,402.123859659494,0,spectral,0.5,0.11165548021725,20,2,1840,0.000543478260869565,20,400,0.05,23,0.0125,13549761,77841,77841,163.175916019768,463.968969034767,163.175916019768,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,128,402.123859659494,0,spectral,0.5,0.11165548021725,20,2,1840,0.000543478260869565,20,400,0.05,23,0.0125,13549761,77841,77841,163.175916019768,463.968969034767,163.175916019768,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,128,402.123859659494,0,economic,0.5,0.11165548021725,20,2,1840,0.000543478260869565,20,400,0.05,23,0.0125,13549761,77841,16000,91.0611637999978,391.854216814997,91.0611637999978,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,128,402.123859659494,0,economic,0.5,0.11165548021725,20,2,1840,0.000543478260869565,20,400,0.05,23,0.0125,13549761,77841,16000,91.0611637999978,391.854216814997,91.0611637999978,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,128,402.123859659494,0,economic,0.5,0.11165548021725,20,2,1840,0.000543478260869565,20,400,0.05,23,0.0125,13549761,77841,16000,91.0611637999978,391.854216814997,91.0611637999978,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,128,402.123859659494,k,spectral,0.5,0.11165548021725,20,2,1840,0.000543478260869565,20,400,0.05,23,0.0125,13549761,77841,77841,163.175916019768,463.968969034767,163.175916019768,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,128,402.123859659494,k,spectral,0.5,0.11165548021725,20,2,1840,0.000543478260869565,20,400,0.05,23,0.0125,13549761,77841,77841,163.175916019768,463.968969034767,163.175916019768,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,128,402.123859659494,k,spectral,0.5,0.11165548021725,20,2,1840,0.000543478260869565,20,400,0.05,23,0.0125,13549761,77841,77841,163.175916019768,463.968969034767,163.175916019768,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,128,402.123859659494,k,economic,0.5,0.11165548021725,20,2,1840,0.000543478260869565,20,400,0.05,23,0.0125,13549761,77841,16000,91.0611637999978,391.854216814997,91.0611637999978,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,128,402.123859659494,k,economic,0.5,0.11165548021725,20,2,1840,0.000543478260869565,20,400,0.05,23,0.0125,13549761,77841,16000,91.0611637999978,391.854216814997,91.0611637999978,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,128,402.123859659494,k,economic,0.5,0.11165548021725,20,2,1840,0.000543478260869565,20,400,0.05,23,0.0125,13549761,77841,16000,91.0611637999978,391.854216814997,91.0611637999978,direct,direct,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,16,50.2654824574367,0,spectral,0.6,0.22841048357733,5,2,160,0.00625,10,100,0.1,4,0.025,103041,2601,2601,0.581765932044201,2.32298909223039,0.581765932044201,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,16,50.2654824574367,0,spectral,0.6,0.22841048357733,5,2,160,0.00625,10,100,0.1,4,0.025,103041,2601,2601,0.581765932044201,2.32298909223039,0.581765932044201,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,16,50.2654824574367,0,spectral,0.6,0.22841048357733,5,2,160,0.00625,10,100,0.1,4,0.025,103041,2601,2601,0.581765932044201,2.32298909223039,0.581765932044201,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,16,50.2654824574367,0,economic,0.6,0.22841048357733,5,2,160,0.00625,10,100,0.1,4,0.025,103041,2601,1000,0.511981939770312,2.2532050999565,0.511981939770312,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,16,50.2654824574367,0,economic,0.6,0.22841048357733,5,2,160,0.00625,10,100,0.1,4,0.025,103041,2601,1000,0.511981939770312,2.2532050999565,0.511981939770312,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,16,50.2654824574367,0,economic,0.6,0.22841048357733,5,2,160,0.00625,10,100,0.1,4,0.025,103041,2601,1000,0.511981939770312,2.2532050999565,0.511981939770312,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,16,50.2654824574367,k,spectral,0.6,0.22841048357733,5,2,160,0.00625,10,100,0.1,4,0.025,103041,2601,2601,0.581765932044201,2.32298909223039,0.581765932044201,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,16,50.2654824574367,k,spectral,0.6,0.22841048357733,5,2,160,0.00625,10,100,0.1,4,0.025,103041,2601,2601,0.581765932044201,2.32298909223039,0.581765932044201,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,16,50.2654824574367,k,spectral,0.6,0.22841048357733,5,2,160,0.00625,10,100,0.1,4,0.025,103041,2601,2601,0.581765932044201,2.32298909223039,0.581765932044201,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,16,50.2654824574367,k,economic,0.6,0.22841048357733,5,2,160,0.00625,10,100,0.1,4,0.025,103041,2601,1000,0.511981939770312,2.2532050999565,0.511981939770312,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,16,50.2654824574367,k,economic,0.6,0.22841048357733,5,2,160,0.00625,10,100,0.1,4,0.025,103041,2601,1000,0.511981939770312,2.2532050999565,0.511981939770312,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,16,50.2654824574367,k,economic,0.6,0.22841048357733,5,2,160,0.00625,10,100,0.1,4,0.025,103041,2601,1000,0.511981939770312,2.2532050999565,0.511981939770312,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,32,100.530964914873,0,spectral,0.6,0.198842875140985,6,2,320,0.003125,16,256,0.0625,5,0.015625,410881,3721,3721,2.11975721090248,8.82815242549974,2.11975721090248,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,32,100.530964914873,0,spectral,0.6,0.198842875140985,6,2,320,0.003125,16,256,0.0625,5,0.015625,410881,3721,3721,2.11975721090248,8.82815242549974,2.11975721090248,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,32,100.530964914873,0,spectral,0.6,0.198842875140985,6,2,320,0.003125,16,256,0.0625,5,0.015625,410881,3721,3721,2.11975721090248,8.82815242549974,2.11975721090248,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,32,100.530964914873,0,economic,0.6,0.198842875140985,6,2,320,0.003125,16,256,0.0625,5,0.015625,410881,3721,3072,2.08045093015127,8.78884614474853,2.08045093015127,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,32,100.530964914873,0,economic,0.6,0.198842875140985,6,2,320,0.003125,16,256,0.0625,5,0.015625,410881,3721,3072,2.08045093015127,8.78884614474853,2.08045093015127,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,32,100.530964914873,0,economic,0.6,0.198842875140985,6,2,320,0.003125,16,256,0.0625,5,0.015625,410881,3721,3072,2.08045093015127,8.78884614474853,2.08045093015127,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,32,100.530964914873,k,spectral,0.6,0.198842875140985,6,2,320,0.003125,16,256,0.0625,5,0.015625,410881,3721,3721,2.11975721090248,8.82815242549974,2.11975721090248,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,32,100.530964914873,k,spectral,0.6,0.198842875140985,6,2,320,0.003125,16,256,0.0625,5,0.015625,410881,3721,3721,2.11975721090248,8.82815242549974,2.11975721090248,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,32,100.530964914873,k,spectral,0.6,0.198842875140985,6,2,320,0.003125,16,256,0.0625,5,0.015625,410881,3721,3721,2.11975721090248,8.82815242549974,2.11975721090248,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
hu_li_native,32,100.530964914873,k,economic,0.6,0.198842875140985,6,2,320,0.003125,16,256,0.0625,5,0.015625,410881,3721,3072,2.08045093015127,8.78884614474853,2.08045093015127,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_dirichlet,32,100.530964914873,k,economic,0.6,0.198842875140985,6,2,320,0.003125,16,256,0.0625,5,0.015625,410881,3721,3072,2.08045093015127,8.78884614474853,2.08045093015127,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
lxzz_impedance,32,100.530964914873,k,economic,0.6,0.198842875140985,6,2,320,0.003125,16,256,0.0625,5,0.015625,410881,3721,3072,2.08045093015127,8.78884614474853,2.08045093015127,direct,lu,lu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,estimated_only,Execution disabled by HL25_CROSS_RUN=0.
