k,epsilonLabel,hInv,HInv,H0Inv,m,ndof,ncoarse,estimateGB,exactIter,threeIter,coarseIter,exactFlag,threeFlag,coarseFlag,exactRelres,threeRelres,coarseRelres,innerCoarseCalls,innerCoarsePrimalCalls,innerCoarseAdjointCalls,innerCoarseIterMean,innerCoarseIterMax,innerCoarseFlagMax,innerCoarseRelresMax,sContract,sFovPositive,maxNormEPower,maxAlpha,basisContainedTrial,basisContainedTest,basisSafeTrial,basisSafeTest,pouExact,tildeLayers,omegaDiameterMax,localCoarseDofMax,localFineDofMax,basisKernelTrial,basisKernelTest,exactResvecLength,threeResvecLength,coarseResvecLength,status,notes
32,k,192,16,4,4,37249,289,0.1568549275398254,12,25,20,0,0,0,5.036397535744065e-07,8.819246580416802e-07,7.325052743579259e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,1.14904851942814,283,36649,NaN,NaN,13,26,21,ran,
32,zero,192,16,8,1,37249,289,0.06631642580032349,19,65,49,0,0,0,7.944776591084313e-07,8.712026718378365e-07,8.273833025054543e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,0.5303300858899106,101,12289,NaN,NaN,20,66,50,ran,
32,k,192,16,8,1,37249,289,0.06631642580032349,18,59,44,0,0,0,8.391642573624099e-07,8.521991628073145e-07,7.428380644718028e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,0.5303300858899106,101,12289,NaN,NaN,19,60,45,ran,
32,zero,192,16,8,2,37249,289,0.08657389879226685,11,59,54,0,0,0,9.809165591681657e-07,9.782466487479092e-07,8.881755379474748e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,0.7071067811865476,183,23305,NaN,NaN,12,60,55,ran,
32,k,192,16,8,2,37249,289,0.08657389879226685,11,52,47,0,0,0,9.501127988637881e-07,9.833837248360023e-07,9.323677175725225e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,0.7071067811865476,183,23305,NaN,NaN,12,53,48,ran,
32,zero,192,16,8,3,37249,289,0.1167533993721008,11,52,48,0,0,0,6.514204465979215e-07,7.524499793117886e-07,8.114490107289659e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,0.8838834764831844,247,31993,NaN,NaN,12,53,49,ran,
32,k,192,16,8,3,37249,289,0.1167533993721008,11,46,43,0,0,0,7.158508399816761e-07,9.561182542749772e-07,8.366811347895048e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,0.8838834764831844,247,31993,NaN,NaN,12,47,44,ran,
32,zero,192,16,8,4,37249,289,0.1568549275398254,11,51,48,0,0,0,4.698851312476504e-07,9.007536874865669e-07,8.749822142585268e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,1.060660171779821,269,34897,NaN,NaN,12,52,49,ran,
32,k,192,16,8,4,37249,289,0.1568549275398254,11,46,43,0,0,0,5.67197865788123e-07,8.54376237677551e-07,8.633218835634904e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,1.060660171779821,269,34897,NaN,NaN,12,47,44,ran,
64,zero,512,32,1,1,263169,1089,0.4720836281776428,26,26,1,0,0,0,5.384740965575855e-07,5.38474096618433e-07,4.008290732487664e-15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,1.414213562373095,1089,263169,NaN,NaN,27,27,2,ran,
64,k,512,32,1,1,263169,1089,0.4720836281776428,24,24,1,0,0,0,5.304780458084214e-07,5.304780457891629e-07,3.433132748531586e-15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,1.414213562373095,1089,263169,NaN,NaN,25,25,2,ran,
64,zero,512,32,1,2,263169,1089,0.6070953011512756,13,13,1,0,0,0,6.014752034639082e-07,6.014752029912285e-07,2.420459099782858e-14,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,1.414213562373095,1089,263169,NaN,NaN,14,14,2,ran,
64,k,512,32,1,2,263169,1089,0.6070953011512756,13,13,1,0,0,0,4.789474954591437e-07,4.789474952321203e-07,4.411340265780446e-15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,1.414213562373095,1089,263169,NaN,NaN,14,14,2,ran,
64,zero,512,32,1,3,263169,1089,0.8085742592811584,12,12,1,0,0,0,9.223326263022561e-07,9.223326265820976e-07,1.318091490257692e-14,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,1.414213562373095,1089,263169,NaN,NaN,13,13,2,ran,
64,k,512,32,1,3,263169,1089,0.8085742592811584,12,12,1,0,0,0,9.257959636496429e-07,9.257959639250273e-07,4.005823506440104e-15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,1.414213562373095,1089,263169,NaN,NaN,13,13,2,ran,
64,zero,512,32,1,4,263169,1089,1.076520502567291,12,12,1,0,0,0,5.508860237245943e-07,5.508860234359304e-07,4.927181282055143e-15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,1.414213562373095,1089,263169,NaN,NaN,13,13,2,ran,
64,k,512,32,1,4,263169,1089,1.076520502567291,12,12,1,0,0,0,6.440013701729979e-07,6.440013701921335e-07,4.070771407622372e-15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,1.414213562373095,1089,263169,NaN,NaN,13,13,2,ran,
64,zero,512,32,1,5,263169,1089,1.410934031009674,12,12,1,0,0,0,6.202044250046004e-07,6.202044250754189e-07,6.584044701940782e-15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,6,1.414213562373095,1089,263169,NaN,NaN,13,13,2,ran,
