k,epsilonLabel,hInv,HInv,H0Inv,m,ndof,ncoarse,estimateGB,exactIter,threeIter,coarseIter,exactFlag,threeFlag,coarseFlag,exactRelres,threeRelres,coarseRelres,innerCoarseCalls,innerCoarsePrimalCalls,innerCoarseAdjointCalls,innerCoarseIterMean,innerCoarseIterMax,innerCoarseFlagMax,innerCoarseRelresMax,sContract,sFovPositive,maxNormEPower,maxAlpha,basisContainedTrial,basisContainedTest,basisSafeTrial,basisSafeTest,pouExact,tildeLayers,omegaDiameterMax,localCoarseDofMax,localFineDofMax,basisKernelTrial,basisKernelTest,exactResvecLength,threeResvecLength,coarseResvecLength,status,notes
32,k,192,16,2,2,37249,289,0.0865738987922668,13,20,14,0,0,0,5.88950383523341e-07,9.58629081901913e-07,6.30195606985226e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,0.972271824131503,225,28561,NaN,NaN,14,21,15,ran,NaN
32,zero,192,16,2,3,37249,289,0.116753399372101,13,21,15,0,0,0,4.64304902056786e-07,5.14329012233714e-07,3.18067572778926e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,1.06066017177982,289,37249,NaN,NaN,14,22,16,ran,NaN
32,k,192,16,2,3,37249,289,0.116753399372101,13,20,14,0,0,0,4.4401835681518e-07,6.15753996839521e-07,6.62272573061627e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,1.06066017177982,289,37249,NaN,NaN,14,21,15,ran,NaN
32,zero,192,16,2,4,37249,289,0.156854927539825,12,20,15,0,0,0,6.10182898442321e-07,5.9378044998194e-07,3.27983627327523e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,1.14904851942814,289,37249,NaN,NaN,13,21,16,ran,NaN
32,k,192,16,2,4,37249,289,0.156854927539825,12,19,14,0,0,0,7.34648534314173e-07,7.84308200158294e-07,5.99465206182253e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,1.14904851942814,289,37249,NaN,NaN,13,20,15,ran,NaN
32,zero,192,16,4,1,37249,289,0.0663164258003235,18,45,32,0,0,0,5.51525736155832e-07,7.0255673001203e-07,6.7047985175378e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,0.707106781186548,149,18673,NaN,NaN,19,46,33,ran,NaN
32,k,192,16,4,1,37249,289,0.0663164258003235,17,41,28,0,0,0,6.95050512298167e-07,8.45911119105443e-07,9.82154849859302e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,0.707106781186548,149,18673,NaN,NaN,18,42,29,ran,NaN
32,zero,192,16,4,2,37249,289,0.0865738987922668,12,39,34,0,0,0,7.40815875843651e-07,6.86624988422742e-07,6.61037031539363e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,0.883883476483184,205,26209,NaN,NaN,13,40,35,ran,NaN
32,k,192,16,4,2,37249,289,0.0865738987922668,12,35,30,0,0,0,7.16918775663733e-07,7.11415682394198e-07,7.28997159436372e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,0.883883476483184,205,26209,NaN,NaN,13,36,31,ran,NaN
32,zero,192,16,4,3,37249,289,0.116753399372101,12,28,23,0,0,0,5.24677489624975e-07,8.09916948409787e-07,4.24705334412655e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,1.06066017177982,269,34897,NaN,NaN,13,29,24,ran,NaN
