k,variant,degree,fineHInv,localHInv,oversampling,ndof,nSubdomains,ncoarse,supportSteps,localDofEstimate,estimateGB,coarseDimension,cipNonzeros,localMode,localDofMin,localDofMax,localDofMean,gmresIterations,flag,finalRelres,resvecLength,identityError,setupS,solveS,totalS,status,notes
16,dirichlet,1,64,16,3,4225,289,289,8,81,0.01623752818174443,289,45751,matrix-lu,10,37,33.55363321799308,10,0,2.899460728687564e-07,11,1.28815530644963e-15,16.6191604,1.5058597,18.1250201,ran,
16,impedance,1,64,8,3,4225,81,289,16,289,0.01623752818174443,289,45751,matrix-lu,45,217,174.8271604938272,8,0,4.916584006943671e-07,9,1.072080748277021e-15,11.8528769,1.7290199,13.5818968,ran,
