k,variant,degree,fineHInv,localHInv,oversampling,ndof,nSubdomains,ncoarse,supportSteps,localDofEstimate,estimateGB,coarseDimension,cipNonzeros,localMode,localDofMin,localDofMax,localDofMean,gmresIterations,flag,finalRelres,resvecLength,identityError,setupS,solveS,totalS,status,notes
16,dirichlet,1,64,16,3,4225,289,289,8,81,0.01623752818174443,289,45751,matrix-lu,10,37,33.55363321799308,10,0,2.899460725614558e-07,11,1.155548733559767e-15,9.6003545,1.402868,11.0032225,ran,
16,impedance,1,64,8,3,4225,81,289,16,289,0.01623752818174443,289,45751,matrix-lu,45,217,174.8271604938272,8,0,4.916584004895597e-07,9,1.098850082611201e-15,11.9708142,1.6629364,13.6337506,ran,
