k,variant,degree,fineHInv,localHInv,oversampling,ndof,nSubdomains,ncoarse,supportSteps,localDofEstimate,estimateGB,coarseDimension,cipNonzeros,localMode,localDofMin,localDofMax,localDofMean,gmresIterations,flag,finalRelres,resvecLength,identityError,setupS,solveS,totalS,status,notes
16,dirichlet,1,64,16,3,4225,289,289,8,81,0.01623752818174443,289,45751,matrix-lu,12,47,35.08304498269896,15,0,9.878528645085247e-07,16,1.314524531896123e-15,16.5747711,2.074865,18.6496361,ran,
16,impedance,1,64,8,3,4225,81,289,16,289,0.01623752818174443,289,45751,matrix-lu,45,217,174.8271604938272,8,0,4.916584006943671e-07,9,1.072080748277021e-15,11.7802417,1.7396151,13.5198568,ran,
