k,degree,coarseType,variant,beta,rho,nu,fineHInv,huliHInv,localHInv,overlap,ndof,huliSubdomains,localSubdomains,huliSupportSteps,localSupportSteps,huliLocalDofEstimate,localDofEstimate,rawCoarseEstimate,estimateGB,coarseDimension,rawCoarseDimension,cipNonzeros,localMode,localDofMin,localDofMax,localDofMean,identityError,gmresIterations,flag,finalRelres,resvecLength,huliSetupS,setupS,solveS,totalS,status,notes
128,1,economic,dirichlet,0.6,0.1894645708138,7,1536,128,128,0.0078125,2362369,16384,16641,36,24,1369,625,229376,105.183840757811,229376,229376,30673607,matrix-lu,78,397,391.222702962562,8.55028502679458e-14,4,0,7.819272240009e-07,5,313.9397343,1539.0908401,2423.240903,3962.3317431,ran,
128,1,economic,impedance,0.6,0.1894645708138,7,1536,128,64,0.0078125,2362369,16384,4225,36,48,1369,2401,229376,105.103606945479,229376,229376,30673607,matrix-lu,325,1801,1747.49562130178,7.98037482061609e-14,3,0,7.66300483352219e-07,4,382.8751532,1695.279581,2143.9941743,3839.2737553,ran,
